created_at,text,user_name,user_avatar,reposts_count,comments_count,attitudes_count
2025-02-13 15:15:56,3爷牛逼，就是玩北交所的那个账户，节后7连阳[赞]给三爷点赞 ​,天津股侠,"https://tva3.sinaimg.cn/crop.0.0.1242.1242.1024/710f2ff5jw8f8v9xo0cpcj20yi0yiwg5.jpg?KID=imgbed,tva&Expires=1739446095&ssig=3vN3e24RqD",6,65,1044
2025-02-13 15:15:38,#宣璐一句话瞬间让刘诗诗红温#  厉俊：我每天跟着叶平安拍戏 宣璐：我在跟叶平安睡！ 宣璐的一句话瞬间让刘诗诗红温了！#掌心扫楼# #掌心# ​,星闻爱豆,"https://tvax4.sinaimg.cn/crop.0.0.1002.1002.1024/006Y6yxAly8gnznrlfds1j30ru0ru0vw.jpg?KID=imgbed,tva&Expires=1739446096&ssig=lZ7S9%2FYV3t",2195,1177,6270
2025-02-13 15:13:32,特朗普正式签署任命塔尔西·加巴德为美国国家情报局局长 http://t.cn/A61AW1VM ​,寰亚SYHP,"https://tvax3.sinaimg.cn/crop.0.0.995.995.1024/005SZ2Zyly8h8ux90e7h7j30rn0rn76s.jpg?KID=imgbed,tva&Expires=1739445682&ssig=S25PeMWPqj",5,14,91
2025-02-13 15:13:22,4野轻仓，昨天逢高卖了一半，还剩一半，继续持股，这个是中长线股，估计会炒8-10个月时间，回调是好事，我才布局了5%的仓位！ ​​​,天津股侠,"https://tva3.sinaimg.cn/crop.0.0.1242.1242.1024/710f2ff5jw8f8v9xo0cpcj20yi0yiwg5.jpg?KID=imgbed,tva&Expires=1739446085&ssig=rwYDGk92uN",3,63,842
2025-02-13 15:12:33,"实盘纪录100万本金，目标一年做到500万，翻5倍（第5个交易日）

2025年2月13日（周四）

当前总资产：194.9万元  

哪吒2百亿了[good]，猫哥目前光线传媒已收4个板…
光线传媒今日涨停继续持股没动
卖出星宸科技
买入岭南股份      继续冲！[加油][加油][加油]

我会把每天实盘记录下来，我相信实盘肯 ​",猫哥寻牛,"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/008aPeTSly8hvmm8pf6pcj30e80e8mx8.jpg?KID=imgbed,tva&Expires=1739445670&ssig=QXU3lipTTS",0,1,803
2025-02-13 15:10:55,"妈妈们，根据完整视频重新存一下
不拿黄色那个图了，辛苦
#苏新皓粉丝线下anti# [ok]#苏新皓粉丝线下anti# ​",脆皮朱芝芝殿下,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.1024/008rgbl2ly8hxm2v5c2jyj30u00u0gne.jpg?KID=imgbed,tva&Expires=1739445668&ssig=5aXogSeFei",466,56,10412
2025-02-13 15:08:18,"#庆奶要演少女就让她演吧#真的好爱刘晓庆，庆奶想演少女就让她演吧，74岁的老太跟打了鸡血似的，平板支撑能做五分钟以上，20岁的我们跟得了鸡瘟似的，和她完全没得比。
看庆奶这气血充足的状态，这臀腿、这腰、这发量，我真的服了，脸可以靠科技，身材真的只能靠自律。庆奶真的牛啊，这身材这耐力这支 ​",追星女孩乔妹,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.1024/0068gWnFly8hryx0mpbopj30u00u0q4i.jpg?KID=imgbed,tva&Expires=1739445245&ssig=pjY%2BMvjb5M",1022,1037,2078
2025-02-13 15:08:02,#文心一言4月1日起全面免费#大模型免费会成为趋势吗？几种国产AI用下来，我还是更喜欢夸克，两个字：全面！ ​,芯片打工人茶茶,"https://tvax2.sinaimg.cn/crop.0.0.600.600.1024/006WCYx9ly8hr3skmjnjsj30go0go0uo.jpg?KID=imgbed,tva&Expires=1739445691&ssig=N5HJYM2uor",1110,1129,4260
2025-02-13 15:07:03,"谁懂我真的好喜欢声生不息女队的氛围🥺每次女队集体出现在屏幕里吵吵闹闹的时候，我都会在屏幕外露出幸福的笑容……我们女队宝宝们每一个人都很好！

求女队宝宝们以后能多多合作！！！ ​",偶像行为大赏,"https://tvax3.sinaimg.cn/crop.0.0.512.512.1024/007kaVRuly8g8su1twoccj30e80e8q3e.jpg?KID=imgbed,tva&Expires=1739445676&ssig=Tzgm28NKya",2057,762,4176
2025-02-13 15:06:46,"致青岛官方

理记解禁，披露了一些和官方沟通的声音，得知官方对江秋莲骗捐的问题已经做了调查，会择期公布结果。但舆论场的回音却满怀狐疑。“青岛即墨真的有胆量，有决心实事求是嘛？不会再给江秋莲一块遮羞布吧？”

是的，公众毛骨悚然的发现，社会对青岛公检法的期待不知不觉从“有法必依，执法必 ​",Hallucinationlize,"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/eabf27b6ly8g0ajg6gy6oj20e80e874s.jpg?KID=imgbed,tva&Expires=1739446084&ssig=VOPfpyF75l",108,106,706
2025-02-13 15:06:29,💗💗💗 ​,佘詩曼Charmaine,"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/001TmLaIly8horohvwsycj60e80e8t9b02.jpg?KID=imgbed,tva&Expires=1739445694&ssig=sCYuXO7ePy",4075,2320,14244
2025-02-13 15:05:15,"#电影哪吒给中国父母的启示# 

《哪吒2》值得所有父母去看，让父母明白，生是欲，养是德，托举才是恩。没有绝对的善恶，没有永远的好坏，不过是势力利导，良性选择。

看完《哪吒 2》才懂父母之爱：真正的爱，是理解，是守护，是无条件的托举与支持。

观后感；值得年轻人去看，这个世界需要年轻人的不 ​",半面妆情感,"https://tvax3.sinaimg.cn/crop.0.0.996.996.1024/008qQ4IRly8gwtw5nvghcj30ro0rotar.jpg?KID=imgbed,tva&Expires=1739445677&ssig=2c7XnuP44R",2009,638,5043
2025-02-13 15:05:02,截止15：00分两市成交18539亿，有4112只个股下跌，大盘资金流出823.20亿元。比上一交易日放量1421亿！ ​,wu2198,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.1024/48874cecly8gdj804hwz5j20u00u0djj.jpg?KID=imgbed,tva&Expires=1739445662&ssig=AXS7GjRm%2B1",7,98,4499
2025-02-13 15:04:59,"【收评】港股尾盘跳水回落，A股跟着下跌翻绿，回落带量。影视院线、白酒和短剧游戏等大涨，电机、人形机器人和半导体等大跌。4112家下跌，涨停74家；放量1421亿，总成交1.75万亿。你今天亏麻了吗？
#港股##a股##基金 股票# （叶艾茂） http://t.cn/A61AO2pQ ​",叶艾茂,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.1024/67dc2d03ly8gqmzej5dmaj20u00u0td3.jpg?KID=imgbed,tva&Expires=1739445672&ssig=0fClOhSCx9",1,28,571
2025-02-13 15:04:55,"#胡夏的手比早安的嘴快#

胡夏来你告诉我，是早安教你这么唱麒麟的吗？嘴速不够手速来凑。词是一个不唱的，动作是一个不落下的，一秒钟起码扇自己50个巴掌！这更好笑的是这么看下来胡夏的手比早安的嘴还快哈哈哈哈哈哈哈哈！只是电量续航不行，是一套说唱丝滑小连招下来，就立刻躺下直播睡觉了，这么美 ​",最佳蹲坑读物,"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/0024lrxRly8htm6nw77eyj60e80e8js102.jpg?KID=imgbed,tva&Expires=1739445677&ssig=koGmIQrO8r",2654,1151,5383
2025-02-13 15:04:16,市场有一个分化----反抽-----普跌的过程，这一过程很复杂，只有普跌出现恐慌盘之后，才是下一个大波段机会，目前还在第一阶段。散户都是在分化阶段后悔减仓早了，反抽阶段踏空了，可是，一追进去就遇到普跌阶段，套了。回顾一下，你是不是这样。 ​,超级感悟,"https://tva2.sinaimg.cn/crop.24.36.108.108.1024/601f5d83gw1fakzcamr6ej2050050q33.jpg?KID=imgbed,tva&Expires=1739445677&ssig=1olCnZvO08",8,45,624
2025-02-13 15:03:58,传承千年的高原奇迹，每一砖一瓦都凝聚着民族的智慧与汗水。 #赵丽颖配音布达拉宫2# 与@赵丽颖 共同启程，一同走进纪录片《布达拉宫》第二季，探寻那座触手可及蓝天的神秘宫堡。锁定@咪咕视频 ，让我们一起伴随赵丽颖的声音，踏上一场非凡的文化之旅。#跟着赵丽颖的声音游布达拉宫# ​,咪咕视频,"https://tvax3.sinaimg.cn/crop.0.0.1024.1024.1024/001YscZNly8hxb9agba2hj60sg0sggnn02.jpg?KID=imgbed,tva&Expires=1739446085&ssig=iZ0Zab5FvI",1651,1518,21422
2025-02-13 15:03:43,"20万本金，目标一年做到200万，一年翻10倍（第49天）

今天持仓：600824益民集团

我会把每天实盘记录下来，我相信实盘肯定一直往前冲，希望各位股友支持一姐，点赞富一生！评论168，票票红彤彤！  

特别声明：这只是我个人的操作记录，不作为任何投资建议，更不是劝你们跟买！ 股市有风险，投资需谨 ​",连板一姐,"https://tvax3.sinaimg.cn/crop.0.0.748.748.1024/005wVhsDly8hvcism3lacj30ks0ksmye.jpg?KID=imgbed,tva&Expires=1739446096&ssig=ca42jA2FP5",0,11,614
2025-02-13 15:03:18,"#电影哪吒之魔童闹海#票房破97亿！
逐光而行，赤子之心永不变。
感恩用温暖与鼓励，推着少年走到今天。 ​",电影哪吒之魔童闹海,"https://tvax3.sinaimg.cn/crop.0.0.600.600.1024/006MNQ2Qly8hwfl4uwjqgj30go0go0u0.jpg?KID=imgbed,tva&Expires=1739446084&ssig=ZePmA1TCfs",1069,2689,50290
2025-02-13 15:02:51,"#容祖儿cos古巨基我真的好喜欢唱歌# 

就是说看到好朋友一同上节目，才会很开心啊！在综艺《声生不息》的新物料中，容祖儿和古巨基两位老友，就算是在聊天的时候，还不忘把彼此的梗拿出来，让同伴们跟着乐呵啊！
古巨基问容祖儿：你怎么不去演戏啊，你戏真.的.很好。趁着容祖儿还没说话的时候，古巨基 ​",圈大哥,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.1024/7f2cb563ly8htglahs7c9j20u00u0tas.jpg?KID=imgbed,tva&Expires=1739445680&ssig=D0HFfngCt4",2027,1023,4089
2025-02-13 15:02:38,2.13收盘总结，昨天进场的引力传媒吃肉已出，短线拉伸就跑快进快出，下午进场了景兴纸业，山东矿机继续持有不吃大肉不走，，特别声明，这是财哥自己炒股日记，请勿跟风盈亏自负。 ​,财哥带你飞,"https://tvax2.sinaimg.cn/crop.0.0.500.500.1024/a281ad6fly8hq1kdygrfqj20dw0dwdg9.jpg?KID=imgbed,tva&Expires=1739445670&ssig=f%2FR%2Bio7HqA",17,47,568
2025-02-13 15:01:29,"收盘：明日继续震荡，主力又要故技重施，请大家务必记住一句话！

今日大盘低开震荡，从全天走势来看，今天就是一个震荡调整的走势，尤其是临近尾盘的小跳水，给今天的走势画上了一个圆满的句号！今天大盘绝对不能收中阳线，甚至收小阳线都欠佳，今天大盘最好的走势，就是收一颗十字星，而且是绿色的十 ​",小柚子撩股,"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/008aPX2Kly8hy4rp25o7mj30e80e8jsm.jpg?KID=imgbed,tva&Expires=1739445263&ssig=W3g6g8w4Oz",1,40,594
2025-02-13 15:01:02,"🔻这是一位绝望的乌友在痛骂特朗普。
#特朗普称俄美希望结束俄乌冲突##特朗普普京通电话# ​",包容万物恒河水,"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/639b1bfbly8h0ikpj331kj20e80e8t8w.jpg?KID=imgbed,tva&Expires=1739444831&ssig=S20a%2Bd8yUF",21,85,487
2025-02-13 15:00:02,"【#肖战电影射雕英雄传侠之大者#海外平台预告汇总】

🌐𝐈𝐍𝐒（P1-P7）
索尼影业、索尼马来西亚、印尼、澳大利亚、新西兰、新加坡、中国香港

🌐𝐗（P8-P13）
印尼、马来西亚、新加坡、澳大利亚、泰国

🌐𝐘𝐓（P14）
索尼影业

🌐中东地区上映的国家：沙特阿拉伯、阿联酋、科威 ​",肖战网宣官微,"https://tvax4.sinaimg.cn/crop.0.0.996.996.1024/e6e53908ly8gnjyk325n5j20ro0romxk.jpg?KID=imgbed,tva&Expires=1739445668&ssig=c%2BWzLb0T6d",913,401,2284
2025-02-13 15:00:01,【#内蒙古牧民吃上了包邮的榴莲#】内蒙古锡林郭勒盟东乌珠穆沁旗，在一场别开生面的蒙古马超级联赛中，孟克的小侄子额力布格和他的“小可爱”跑了第八名。为表祝贺，孟克在拼多多买了一辆滑板车送给小侄子。提起网购，身处草原的孟克并不陌生，他是拼多多的忠实用户。马具、马衣、马药等都是在拼多多上 ​,头条新闻,"https://tvax1.sinaimg.cn/crop.0.4.535.535.1024/001Lvb9uly8h8vgoyk5brj60f00f0jrq02.jpg?KID=imgbed,tva&Expires=1739445676&ssig=eZkxFC4PNR",303,299,363
2025-02-13 14:58:46,#赵丽颖配音布达拉宫2# #跟着赵丽颖的声音游布达拉宫#  遥远的雪域高原之上，神秘古老的宫堡再度翻阅起那些尘封千年的诗篇。2月16日起，演员@赵丽颖  将用声音陪伴大家走进布达拉宫，聆听雪域高原的千年传奇。http://t.cn/A61ApNof ​,咪咕娱乐在线,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.1024/0087B0T5ly8h8vhw7n3bhj30u00u0jsa.jpg?KID=imgbed,tva&Expires=1739445672&ssig=xgYQC%2BXaj3",1503,1923,17766
2025-02-13 14:57:29,"好好好就这样被王子奇吼醒又哄睡[NO]

#就这样被王子奇吼醒又哄睡#
#余烬之上微博追剧团##余烬之上# http://t.cn/A61Ap4vq ​",小狗斯特,"https://tvax3.sinaimg.cn/crop.0.0.1024.1024.1024/0070IZ7ply8hvt4s9dhyij30sg0sg3z3.jpg?KID=imgbed,tva&Expires=1739446096&ssig=UIkDhScCRq",2215,1146,3442
2025-02-13 14:56:40,可以来投票，感谢支持！ http://t.cn/A61ANkdx ​,小棉袄-2011,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.1024/007YK1g2ly8hxqf1ewt88j30u00u0acb.jpg?KID=imgbed,tva&Expires=1739445682&ssig=hJoelxV217",13,78,767
2025-02-13 14:56:17,【#马未都期待哪吒2票房创造世界纪录#】#马未都说哪吒2细节极其讲究#2月13日，#哪吒2超98亿#，登顶全球票房TOP20。知名收藏家、文学家马未都说哪吒2有多个细节都极其讲究，比如电影中的无量仙翁的形象，应该是取材于中国古代神话中，元始天尊门下的大弟子南极仙翁。可见传统文化对当今电影有多么大的影 ​,山海视频,"https://tvax1.sinaimg.cn/crop.0.0.512.512.1024/008hHg1Aly8h8vhxwnvchj30e80e8wej.jpg?KID=imgbed,tva&Expires=1739445672&ssig=5UepAF%2FOPK",35,42,92
2025-02-13 14:55:02,"#周鸿祎直播太难了# 周鸿祎元宵节直播抽大奖，现场出了点小插曲。有网友发现，某短视频平台直播间和微博等平台的画面有差异，其他平台都有抽奖过程，但某短视频平台却没有。周鸿祎解释表示，各平台规则有差异，为了保证直播抽奖顺利进行，所以在画面呈现上有所不同。#周鸿祎直播也要遵守规则# 

但素真 ​",二丁目怪兽,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.1024/733d196cly8hknd1jmsbrj20u00u00yh.jpg?KID=imgbed,tva&Expires=1739445680&ssig=LxbNcCPV3P",201,0,543
2025-02-13 14:54:21,一会儿我去炼丹，错了，是烧香，晚上不要再出幺儿子了，川普这鸟人太拉。 ​,山人I,"https://tvax3.sinaimg.cn/crop.0.0.828.828.1024/d7562ea8ly8gnyu8bneyoj20n00n0jt8.jpg?KID=imgbed,tva&Expires=1739446096&ssig=bWdnvb72O5",3,47,300
2025-02-13 14:53:26,"超级幸福的一天！坐在邓为后面近到可以闻到邓为的香味儿！仙台有树真的是一部制作精良特别好看的电视剧！邓为大方！正装Dior送了每一位到场的朋友，希望邓为未来走花路，仙台有树越播越好！

转评赞👍选一个粉丝送现场拍立得！🎁
#仙台有树微博追剧团##仙台有树##邓为[超话]# ​",Ariel小溪,"https://tvax4.sinaimg.cn/crop.9.0.1106.1106.1024/bd334486ly8fix6i45e98j20v90uqdj2.jpg?KID=imgbed,tva&Expires=1739445662&ssig=55VakNt2jf",1340,505,2024
2025-02-13 14:48:44,"基金每日思路分享[兔子]

多多互动哟，咱们只有铁粉可以后面进群哈！！！

1️⃣全网跟你们说哪吒进不去就去游戏etf的，应该就只有这一家了[doge]   半汤阿姨浅浅的送了你们20%+   这可是去哪里都学不到的哈哈哈哈
（安全起见，破百亿之后跑，所以明天可以开始跑。如果贪就定投式跑路。收到回复！！！ ​",金糖阿姨,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.1024/008BBy6gly8hxy2sf9f1hj30u00u0my0.jpg?KID=imgbed,tva&Expires=1739446087&ssig=O9LmRxTZLA",0,273,311
2025-02-13 14:48:39,"邓为向涵之被喊爸爸妈妈反应
我就说离开邓为跟向涵之谁还把我们当小孩宠，在仙台有树活动现场直接大方营业还原剧中名场面[打call] 
结果有粉丝直接大喊：爸爸妈妈我来了[doge]
两个人听到后瞬间害羞到红温！！
太好嗑了谁能懂[抱一抱] ​",灰兔子大叔,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.1024/caabc76ely8geq3fhi53xj20u00u00v3.jpg?KID=imgbed,tva&Expires=1739445673&ssig=eTfLIikxvt",2359,668,4309
2025-02-13 14:48:03,【知识互动：野猪属于什么目？[思考]】#陕西汉中一地2人被进村野猪咬伤##官方回应陕西汉中2人被业主咬伤#，野猪已被击毙。你知道野猪属于什么目吗？ http://t.cn/A61A9HM9 ​,钱江视频,"https://tvax3.sinaimg.cn/crop.0.0.512.512.1024/67f865afly8h8vg6w30czj20e80e8t92.jpg?KID=imgbed,tva&Expires=1739445668&ssig=uUOoiLKb1I",0,0,9
2025-02-13 14:46:28,天玑科技高抛止盈离场，想要跟上下只牛股的点赞+评论168 ​,许筱菲,"https://tvax1.sinaimg.cn/crop.0.0.512.512.1024/006gAagBly8hs65rfardbj30e80e8aav.jpg?KID=imgbed,tva&Expires=1739445672&ssig=hUVjxXCWAF",3,122,736
2025-02-13 14:43:03,#李明德 马天宇# 其实名探从一开始就不相信李明德所说的那些东西。相反我对马天宇一直是比较认可的，原因有二：1.马天宇的性格真不是会伤害别人的那种人；2.相由心生，马天宇的长相就给人很阳光很暖的感觉，内心不可能阴暗。 ​,八卦名探,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.1024/001tl1gbly8hojqqimprwj60u00u0taq02.jpg?KID=imgbed,tva&Expires=1739445677&ssig=FQF42shNSV",1045,1056,2689
2025-02-13 14:42:53,"昨日CPI通胀数据超预期，市场短期内出现了先跌后涨的走势，但这次数据的影响并不仅限于短线波动，而是为未来行情再添了一层不确定性。

通胀回升的背后，关税政策也是推手之一。
关税上调意味着商品成本增加，最终还是消费者买单，市场上的商品价格只会更贵。换句话说，关税的影响不会立即消失，而是会 ​",赚不完亏得完R,"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/006J0dnnly8hqkx0kigy3j30e80e8wf0.jpg?KID=imgbed,tva&Expires=1739445675&ssig=2%2BGpbQuvbC",27,594,1019
2025-02-13 14:40:46,个股普跌啊，指数不跌 ​,天津股侠,"https://tva3.sinaimg.cn/crop.0.0.1242.1242.1024/710f2ff5jw8f8v9xo0cpcj20yi0yiwg5.jpg?KID=imgbed,tva&Expires=1739445680&ssig=sBSfzZ%2FpZp",1,50,1826
2025-02-13 14:36:03,#期待哪吒2票房超过100亿#《哪吒2》票房即将突破100亿，其成功彰显了中国动画工业的成熟和观众对中国神话IP的热爱。影片的视觉革命、故事深度，以及引发的集体情绪共鸣，都使其成为一部现象级的作品。技术的进步是《哪吒2》成功的重要因素，其次，故事的改编也是影片成功的关键。主创团队保留了哪吒“ ​,娱乐青年郝有趣,"https://tvax1.sinaimg.cn/crop.0.0.400.400.1024/86a532fdly8hrywsfejt7j20b40b4t8r.jpg?KID=imgbed,tva&Expires=1739445687&ssig=ZEJTHBa6HM",1025,1038,2076
2025-02-13 14:35:44,我是今天不想买股，早上看好几个股，都是冲高回落，买了也是白交易 ​,天津股侠,"https://tva3.sinaimg.cn/crop.0.0.1242.1242.1024/710f2ff5jw8f8v9xo0cpcj20yi0yiwg5.jpg?KID=imgbed,tva&Expires=1739445665&ssig=zvZL%2FNWw7O",3,61,1772
2025-02-13 14:33:49,【#爸爸再婚男孩给新妈妈磕头全场泪崩#】近日，河南商丘，新郎是二婚，男孩给新妈妈磕头，新妈妈给儿子准备了金锁，男孩磕头的一瞬间全场泪奔。原作者表示：“虽然主持了很多场，对太多的煽情场面处变不惊，但是此时此刻也忍不住，瞬间破防。”（视频：南阳网）#商丘[地点]# @大象新闻  ​,大象文娱,"https://tvax1.sinaimg.cn/crop.0.0.600.600.1024/78dd5ea5ly8hhchedkujfj20go0goq41.jpg?KID=imgbed,tva&Expires=1739445246&ssig=Ny9c4DoC0H",0,0,0
2025-02-13 14:33:02,操作上注意热点节奏，不要盲目追高，获利的科技股，概念股，题材股等注意减仓.......收到回复999或点赞支持一下！ ​,wu2198,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.1024/48874cecly8gdj804hwz5j20u00u0djj.jpg?KID=imgbed,tva&Expires=1739446096&ssig=tYoCNNWBD8",5,215,5370
